"This worksheet includes one table, with columns A through AV. Blank cells within the table indicate that there is no data for that element.  The table includes data, organized by School, such as county, district, and school codes and names. The table also includes basic information about the school such as address, grade levels, and contacts."
New Jersey School Directory
Public Schools
County Code,County Name,District Code,District Name,School Code,School Name,Princ. Title,Princ. First Name,Princ. Last Name,Princ. Title 2,Princ. Email,Address1,Address2,City,State,Zip,Mailing Address1,Mailing Address2,Mailing City,Mailing State,Mailing Zip,HIB Title1,HIB First Nname,HIB Last Name,HIB Title2,Homeless Liaison Title1,Homeless Liaison First Name,Homeless Liaison Last Name,Homeless Liaison Title2,Phone,Pre-K,Kindergarten,Grade 1,Grade 2,Grade 3,Grade 4,Grade 5,Grade 6,Grade 7,Grade 8,Grade 9,Grade 10,Grade 11,Grade 12,Post Grad,Adult Ed.,NCES Code
"=""27""",MORRIS,"=""0460""",Boonton Township School District,"=""060""",Rockaway Valley School,Mr.,Kenneth,Frattini,Chief School Administrator,kfrattini@btrvs.org,11 VALLEY ROAD," ",BOONTON TOWNSHIP,NJ,"=""07005""",11 VALLEY ROAD," ",BOONTON TOWNSHIP,NJ,"=""07005""",Dr.,Kelly,Hart,Anti-Bullying Specialist,,,,,"=""973-334-4162""",1,1,1,1,1,1,1,1,1,1,,,,,,,"=""04162"""
"=""27""",MORRIS,"=""0630""",Butler Public School District,"=""025""",Aaron Decker School,Mr.,James,Manco,School Principal,jmanco@butlerboe.org,98 DECKER ROAD," ",BUTLER,NJ,"=""07405""",98 DECKER ROAD," ",BUTLER,NJ,"=""07405""",Ms.,Theresa,Sansone,Anti-Bullying Specialist,,,,,"=""973-492-2037""",1,1,1,1,1,1,,,,,,,,,,,"=""04168"""
"=""27""",MORRIS,"=""0630""",Butler Public School District,"=""020""",Butler High School,Mr.,Rory,Fitzgerald,School Principal,rfitzgerald@butlerboe.org,38 BARTHOLDI AVENUE," ",BUTLER,NJ,"=""07405""",38 BARTHOLDI AVENUE," ",BUTLER,NJ,"=""07405""",Ms.,Emma,Tagariello,Anti-Bullying Specialist,Mr.,Michael,Tobin,School Homeless Liaison,"=""973-492-2000""",,,,,,,,,,,1,1,1,1,,,"=""04166"""
"=""27""",MORRIS,"=""0630""",Butler Public School District,"=""030""",Richard Butler School,Mr.,Michael,Tobin,School Principal,mtobin@butlerboe.org,30 PEARL PLACE," ",BUTLER,NJ,"=""07405""",30 PEARL PLACE," ",BUTLER,NJ,"=""07405""",Mr.,Joseph,Fischer,Anti-Bullying Specialist,,,,,"=""973-492-2079""",,,,,,,1,1,1,1,,,,,,,"=""04170"""
"=""27""",MORRIS,"=""0820""",Chester Township School District,"=""020""",Black River Middle School,Mr.,Andrew,White,School Principal,andrew.white@chester-nj.org,133 Rt. 513 - North Road," ",Chester,NJ,"=""07930""",133 Rt. 513 - North Road," ",Chester,NJ,"=""07930""",Mrs.,Amal,Azzara,Anti-Bullying Specialist,,,,,"=""908-879-6363""",,,,,,,,1,1,1,,,,,,,"=""04194"""
"=""27""",MORRIS,"=""0820""",Chester Township School District,"=""030""",Bragg Elementary School,Mr.,Peter,Mercurio,School Principal,peter.mercurio@chester-nj.org,250 Route 24," ",Chester,NJ,"=""07930""",250 Route 24," ",Chester,NJ,"=""07930""",Mrs.,Jenna,Spence,Anti-Bullying Specialist,,,,,"=""908-879-5324""",,,,,1,1,1,,,,,,,,,,"=""04196"""
"=""27""",MORRIS,"=""0820""",Chester Township School District,"=""040""",Dickerson Elementary School,Ms.,Michele,Tarnofsky,School Principal,michele.tarnofsky@chester-nj.org,250 Rt. 24," ",Chester,NJ,"=""07930""",250 Rt. 24," ",Chester,NJ,"=""07930""",Mrs.,Michelle,Lakefield,Anti-Bullying Specialist,,,,,"=""908-879-5313""",1,1,1,1,,,,,,,,,,,,,"=""06026"""
"=""27""",MORRIS,"=""1090""",Denville Township K-8 School District,"=""050""",Lakeview Elementary School,Mrs.,Skye,Sardanopoli,School Principal,ssardanopoli@denville.org,44 COOPER ROAD," ",DENVILLE,NJ,"=""07834""",44 COOPER ROAD," ",DENVILLE,NJ,"=""07834""",Mrs.,Maribeth,Hall,Anti-Bullying Specialist,,,,,"=""973-983-6540""",1,1,1,1,1,1,1,,,,,,,,,,"=""04202"""
"=""27""",MORRIS,"=""1090""",Denville Township K-8 School District,"=""070""",Riverview Elementary School,Mrs.,Christina,Theodoropoulos,School Principal,ctheodoropoulos@denville.org,33 ST  MARYS PLACE," ",DENVILLE,NJ,"=""07834""",33 ST  MARYS PLACE," ",DENVILLE,NJ,"=""07834""",Mr.,Todd,McCabe,Anti-Bullying Specialist,,,,,"=""973-983-6545""",,1,1,1,1,1,1,,,,,,,,,,"=""04206"""
"=""27""",MORRIS,"=""1090""",Denville Township K-8 School District,"=""080""",Valleyview Middle School,Mr.,Seth,Korman,School Principal,skorman@denville.org,320 DIAMOND SPRING ROAD," ",DENVILLE,NJ,"=""07834""",320 DIAMOND SPRING ROAD," ",DENVILLE,NJ,"=""07834""",Mrs.,Jody,McDonald,Anti-Bullying Specialist,,,,,"=""973-983-6535""",,,,,,,,1,1,1,,,,,,,"=""04208"""
"=""27""",MORRIS,"=""1110""",Dover Public School District,"=""050""",Academy Street Elementary School,Mr.,Nicholas,Edwards,School Principal,nedwards@dover-nj.org,14 ACADEMY STREET," ",DOVER,NJ,"=""07801-4906""",14 ACADEMY STREET," ",DOVER,NJ,"=""07801-4906""",Ms.,Lynn,Tucci,Anti-Bullying Specialist,,,,,"=""973-989-2030""",1,1,1,1,1,1,1,1,,,,,,,,,"=""04214"""
"=""27""",MORRIS,"=""1110""",Dover Public School District,"=""040""",Dover High School,Mrs.,Johanna,Ross,School Principal,jross@dover-nj.orgg,100 GRACE STREET," ",DOVER,NJ,"=""07801-2697""",100 GRACE STREET," ",DOVER,NJ,"=""07801-2697""",Ms.,Lynn,Tucci,Anti-Bullying Specialist,,,,,"=""973-989-2010""",,,,,,,,,,,1,1,1,1,,,"=""04212"""
"=""27""",MORRIS,"=""1110""",Dover Public School District,"=""065""",Dover Middle School,Mr.,Michael,McAuley,School Principal,mmcauley@dover-nj.org,302 EAST MCFARLAN STREET," ",DOVER,NJ,"=""07801""",302 EAST MCFARLAN STREET," ",DOVER,NJ,"=""07801""",Ms.,Brenda,Ortiz,Anti-Bullying Specialist,,,,,"=""973-989-2040""",,,,,,,,,1,1,,,,,,,"=""00005"""
"=""27""",MORRIS,"=""1110""",Dover Public School District,"=""060""",East Dover Elementary School,Mrs.,Jennifer,Stein,School Principal,jrstein@dover-nj.org,300 EAST MCFARLAN STREET," ",DOVER,NJ,"=""07801""",300 EAST MCFARLAN STREET," ",DOVER,NJ,"=""07801""",Mrs.,Lynn,Tucci,Anti-Bullying Specialist,,,,,"=""973-989-2055""",1,1,1,1,1,1,1,1,,,,,,,,,"=""04216"""
"=""27""",MORRIS,"=""1110""",Dover Public School District,"=""070""",North Dover Elementary School,Ms.,Heather,Carlton,School Principal,hcarlton@dover-nj.org,51 HIGHLAND AVENUE," ",DOVER,NJ,"=""07801""",51 HIGHLAND AVENUE," ",DOVER,NJ,"=""07801""",Ms.,Ana Rosa,Acevedo,Anti-Bullying Specialist,,,,,"=""973-989-2020""",1,1,1,1,1,1,1,1,,,,,,,,,"=""04220"""
"=""27""",MORRIS,"=""1190""",East Hanover Township School District,"=""030""",Central Elementary School,Ms.,Melissa,Falcone,School Principal,mfalcone@easthanoverschools.org,400 RIDGEDALE AVENUE," ",EAST HANOVER,NJ,"=""07936-1492""",400 RIDGEDALE AVENUE," ",EAST HANOVER,NJ,"=""07936-1492""",Mr.,Frank,Biamonte,Anti-Bullying Specialist,,,,,"=""973-887-0358""",,,,1,1,1,1,,,,,,,,,,"=""04224"""
"=""27""",MORRIS,"=""1190""",East Hanover Township School District,"=""050""",East Hanover Middle School,Ms.,Stacie,Costello,School Principal,scostello@easthanoverschools.org,477 RIDGEDALE AVENUE," ",EAST HANOVER,NJ,"=""07936-3094""",477 RIDGEDALE AVENUE," ",EAST HANOVER,NJ,"=""07936-3094""",Mr.,Frank,Biamonte,Anti-Bullying Specialist,,,,,"=""973-887-8810""",,,,,,,,1,1,1,,,,,,,"=""04230"""
"=""27""",MORRIS,"=""1190""",East Hanover Township School District,"=""035""",Frank J Smith Elementary,Mr.,Matthew,Tuorto,School Principal,mtuorto@easthanoverschools.org,27 GREEN DRIVE," ",EAST HANOVER,NJ,"=""07936-3798""",27 GREEN DRIVE," ",EAST HANOVER,NJ,"=""07936-3798""",Mr.,Frank,Biamonte,Anti-Bullying Specialist,,,,,"=""973-887-5650""",1,1,1,,,,,,,,,,,,,,"=""04226"""
"=""27""",MORRIS,"=""3364""",Educational Services Commission of Morris County,"=""085""",Central Park School,Ms.,Denise,Moore,School Principal,dmoore@escmorris.com,5 Jean Street," ",MORRISTOWN,NJ,"=""07960""",5 Jean Street," ",MORRISTOWN,NJ,"=""07960""",Ms.,Denise,Moore,Anti-Bullying Specialist,,,,,"=""973-539-9630""",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,"=""00519"""
"=""27""",MORRIS,"=""1530""",Florham Park School District,"=""015""",Briarwood School,Mr.,Jeremy,Serfozo,School Principal,jeremy.serfozo@fpks.org,151 BRIARWOOD ROAD," ",FLORHAM PARK,NJ,"=""07932""",151 BRIARWOOD ROAD," ",FLORHAM PARK,NJ,"=""07932""",Ms.,Jessica,Fewer,Anti-Bullying Specialist,,,,,"=""973-822-3880""",1,1,1,1,,,,,,,,,,,,,"=""04234"""
"=""27""",MORRIS,"=""1530""",Florham Park School District,"=""020""",Brooklake School,Mr.,Robert,Foster,School Principal,robert.foster@fpks.org,235 BROOKLAKE ROAD," ",FLORHAM PARK,NJ,"=""07932""",235 BROOKLAKE ROAD," ",FLORHAM PARK,NJ,"=""07932""",Ms.,Karen,Ford,Anti-Bullying Specialist,,,,,"=""973-822-3888""",,,,,1,1,1,,,,,,,,,,"=""04236"""
"=""27""",MORRIS,"=""1530""",Florham Park School District,"=""030""",Ridgedale Middle School,Mr.,Nicholas,Steffner,School Principal,nicholas.steffner@fpks.org,71 RIDGEDALE AVENUE," ",FLORHAM PARK,NJ,"=""07932""",71 RIDGEDALE AVENUE," ",FLORHAM PARK,NJ,"=""07932""",Ms.,Lisa,Urban,Anti-Bullying Specialist,,,,,"=""973-822-3855""",,,,,,,,1,1,1,,,,,,,"=""04238"""
"=""27""",MORRIS,"=""1990""",Hanover Park Regional High School District,"=""050""",Hanover Park High School,,Thomas,Callanan,School Principal,tcallanan@hpreg.org,63 MT  PLEASANT AVENUE," ",EAST HANOVER,NJ,"=""07936-2601""",63 MT  PLEASANT AVENUE," ",EAST HANOVER,NJ,"=""07936-2601""",,Brian,Propfe,Anti-Bullying Specialist,,,,,"=""973-887-0300""",,,,,,,,,,,1,1,1,1,,,"=""04244"""
"=""27""",MORRIS,"=""1990""",Hanover Park Regional High School District,"=""070""",Whippany Park High School,,Christopher,Kelly,School Principal,ckelly@hpreg.org,165 WHIPPANY ROAD," ",WHIPPANY,NJ,"=""07981-1741""",165 WHIPPANY ROAD," ",WHIPPANY,NJ,"=""07981-1741""",,Vanessa,Cordiero,Anti-Bullying Specialist,,,,,"=""973-887-3004""",,,,,,,,,,,1,1,1,1,,,"=""04246"""
"=""27""",MORRIS,"=""2000""",Hanover Township School District,"=""025""",Bee Meadow School,Mr.,Darrin,Stark,School Principal,darrin.stark@hanovertwpschools.org,120 Reynolds Avenue," ",Whippany,NJ,"=""07981-1252""",120 Reynolds Avenue," ",Whippany,NJ,"=""07981-1252""",Ms.,Kristen,Dakak,Anti-Bullying Specialist,,,,,"=""973-515-2419""",1,1,1,1,1,1,1,,,,,,,,,,"=""04250"""
"=""27""",MORRIS,"=""2000""",Hanover Township School District,"=""040""",Memorial Junior School,Mr.,Michael,Anderson,School Principal,michael.anderson@hanovertwpschools.org,61 Highland Avenue," ",Whippany,NJ,"=""07981""",61 Highland Avenue," ",Whippany,NJ,"=""07981""",Ms.,Dana,Ash,Anti-Bullying Specialist,,,,,"=""973-515-2427""",,,,,,,,1,1,1,,,,,,,"=""04250"""
"=""27""",MORRIS,"=""2000""",Hanover Township School District,"=""050""",Mountview Road School,Ms.,Carmen,Camean,School Principal,Carmen.Camean@hanovertwpschools.org,30 MOUNTVIEW ROAD," ",MORRIS PLAINS,NJ,"=""07950""",30 MOUNTVIEW ROAD," ",MORRIS PLAINS,NJ,"=""07950""",Ms.,Deja,Desai,Anti-Bullying Specialist,,,,,"=""973-637-1550""",,1,1,1,1,1,1,,,,,,,,,,"=""04256"""
"=""27""",MORRIS,"=""2000""",Hanover Township School District,"=""060""",Salem Drive School,Mr.,Roberto,Camean,School Principal,rob.camean@hanovertwpschools.org,29 SALEM DRIVE," ",WHIPPANY,NJ,"=""07981""",29 SALEM DRIVE," ",WHIPPANY,NJ,"=""07981""",Ms.,Grace,Jacobson,Anti-Bullying Specialist,,,,,"=""973-515-2440""",,1,1,1,1,1,1,,,,,,,,,,"=""04258"""
"=""27""",MORRIS,"=""2010""",Harding Township School District,"=""050""",Harding Township School,Dr.,April,Friedman,School Principal,afriedman@hardingtwp.org,34 LEES HILL ROAD,"PO BOX 248 ",NEW VERNON,NJ,"=""07976-0248""",34 LEES HILL ROAD,"PO BOX 248 ",NEW VERNON,NJ,"=""07976-0248""",Dr.,Christopher,Magno,Anti-Bullying Specialist,,,,,"=""973-267-6398""",1,1,1,1,1,1,1,1,1,1,,,,,,,"=""04260"""
"=""27""",MORRIS,"=""2380""",Jefferson Township Public School District,"=""028""",Arthur Stanlick Elementary School,Mrs.,Jessica,Brennan,School Principal,jbrennan@jefftwp.org,121 B  SHAWNEE TRAIL," ",LK SHAWNEE JEFFERSON TWSP,NJ,"=""07885""",121 B  SHAWNEE TRAIL," ",WHARTON,NJ,"=""07885""",Ms.,Gina,Santini,Anti-Bullying Specialist,,,,,"=""973-663-0520""",,,1,1,1,,,,,,,,,,,,"=""04266"""
"=""27""",MORRIS,"=""2380""",Jefferson Township Public School District,"=""040""",Ellen T. Briggs Elementary School,Mrs.,Randi,DeBrito,School Principal,rdebrito@jefftwp.org,1 JEFFERSON DRIVE," ",LAKE HOPATCONG,NJ,"=""07849""",1 JEFFERSON DRIVE," ",LAKE HOPATCONG,NJ,"=""07849""",Mrs.,Elizabeth,West,Anti-Bullying Specialist,,,,,"=""973-663-0900""",1,1,,,,,,,,,,,,,,,"=""04272"""
"=""27""",MORRIS,"=""2380""",Jefferson Township Public School District,"=""020""",Jefferson Township High School,Mr.,Michael,Lonie,School Principal,mlonie@jefftwp.org,1010 WELDON RD   RD2," ",OAK RIDGE,NJ,"=""07438-9511""",1010 WELDON RD   RD2," ",OAK RIDGE,NJ,"=""07438-9511""",Mrs.,Lyndsay,Vesia,Anti-Bullying Specialist,,,,,"=""973-697-3535""",,,,,,,,,,,1,1,1,1,,,"=""04264"""
"=""27""",MORRIS,"=""2380""",Jefferson Township Public School District,"=""045""",Jefferson Township Intermediate School,Ms.,Margaret,Widgren,School Principal,mwidgren@jefftwp.org,1000 WELDON ROAD," ",OAK RIDGE,NJ,"=""07438-9511""",1000 WELDON ROAD," ",OAK RIDGE,NJ,"=""07438-9511""",Ms.,Karen,Roccisano,Anti-Bullying Specialist,,,,,"=""973-697-1980""",,,,,,1,1,1,1,1,,,,,,,"=""04274"""
"=""27""",MORRIS,"=""2380""",Jefferson Township Public School District,"=""070""",White Rock Elementary School,Dr.,Timothy,Plotts,School Principal,tplotts@jefftwp.org,2 FRANCINE PLACE," ",OAK RIDGE,NJ,"=""07438-9515""",2 FRANCINE PLACE," ",OAK RIDGE,NJ,"=""07438-9515""",Ms.,Amy,Yarmal,Anti-Bullying Specialist,,,,,"=""973-697-2414""",1,1,1,1,1,,,,,,,,,,,,"=""04278"""
"=""27""",MORRIS,"=""2460""",Kinnelon School District,"=""060""",Kiel Elementary School,Mr.,Mark,Mongon,School Principal,MongonM@kinnelon.org,115 KIEL AVENUE," ",KINNELON,NJ,"=""07405""",115 KIEL AVENUE," ",KINNELON,NJ,"=""07405""",Ms.,Sarah,Tinney,Anti-Bullying Specialist,,,,,"=""973-838-0611""",1,1,1,1,,,,,,,,,,,,,"=""04284"""
"=""27""",MORRIS,"=""2460""",Kinnelon School District,"=""050""",Kinnelon High School,Mrs.,Jennifer,Oluwale,School Principal,oluwalej@kinnelon.org,121 KINNELON ROAD," ",KINNELON,NJ,"=""07405""",121 KINNELON ROAD," ",KINNELON,NJ,"=""07405""",Mrs.,Danielle,Wysocki,Anti-Bullying Specialist,,,,,"=""973-838-5500""",,,,,,,,,,,1,1,1,1,,,"=""04282"""
"=""27""",MORRIS,"=""2460""",Kinnelon School District,"=""065""",Pearl R. Miller Middle School,Mr.,Gary,Suda,School Principal,sudag@kinnelon.org,117 KIEL AVENUE," ",KINNELON,NJ,"=""07405""",117 KIEL AVENUE," ",KINNELON,NJ,"=""07405""",Mrs.,Tara,McClain,Anti-Bullying Specialist,,,,,"=""973-838-5250""",,,,,,,,1,1,1,,,,,,,"=""04286"""
"=""27""",MORRIS,"=""2460""",Kinnelon School District,"=""070""",Stonybrook Elementary School,Mrs.,Dawn,Uttel,School Principal,utteld@kinnelon.org,118 BOONTON AVENUE," ",KINNELON,NJ,"=""07405""",118 BOONTON AVENUE," ",KINNELON,NJ,"=""07405""",Mrs.,Joy,Tenga,Anti-Bullying Specialist,,,,,"=""973-838-1881""",,1,,,1,1,1,,,,,,,,,,"=""04288"""
"=""27""",MORRIS,"=""2650""",Lincoln Park School District,"=""035""",Lincoln Park Elementary School,Ms.,Melissa,Flach-Bammer,School Principal,Bammer@lincpk.com,274 PINEBROOK ROAD," ",LINCOLN PARK,NJ,"=""07035""",274 PINEBROOK ROAD," ",LINCOLN PARK,NJ,"=""07035""",Ms.,Breanna,Nazzaro,Anti-Bullying Specialist,,,,,"=""973-696-5530""",1,1,1,1,1,1,,,,,,,,,,,"=""04294"""
"=""27""",MORRIS,"=""2650""",Lincoln Park School District,"=""040""",Lincoln Park Middle School,Mr.,David,Winston,School Principal,winston@lincpk.com,90 RYERSON ROAD," ",LINCOLN PARK,NJ,"=""07035-1226""",90 RYERSON ROAD," ",LINCOLN PARK,NJ,"=""07035-1226""",Mrs.,Jaclyn,Heftler,Anti-Bullying Specialist,,,,,"=""973-696-5520""",,,,,,,1,1,1,1,,,,,,,"=""04296"""
"=""27""",MORRIS,"=""4000""",Long Hill Township School District,"=""030""",Central Middle School,Mr.,Michael,Viturello,School Principal,mviturello@longhill.org,90 Central Avenue," ",Stirling,NJ,"=""07980""",90 Central Avenue," ",Stirling,NJ,"=""07980""",Mrs.,Chrystina,Romanuik,Anti-Bullying Specialist,,,,,"=""908-647-2311""",,,,,,,,1,1,1,,,,,,,"=""04462"""
"=""27""",MORRIS,"=""4000""",Long Hill Township School District,"=""050""",Gillette Elementary School,Ms.,Melissa,Backer,School Principal,mbacker@longhill.org,759 Valley Road," ",Gillette,NJ,"=""07933""",759 Valley Road," ",Gillette,NJ,"=""07933""",Ms.,Miranda,Dambrot,Anti-Bullying Specialist,,,,,"=""908-647-2313""",1,1,1,,,,,,,,,,,,,,"=""04464"""
"=""27""",MORRIS,"=""4000""",Long Hill Township School District,"=""060""",Millington Elementary School,Mrs.,Jennifer,Dawson,School Principal,jdawson@longhill.org,91 Northfield Road," ",Millington,NJ,"=""07946-1352""",91 Northfield Road," ",Millington,NJ,"=""07946-1352""",Ms.,Miranda,Dambrot,Anti-Bullying Specialist,,,,,"=""908-647-2312""",,,,1,1,1,1,,,,,,,,,,"=""04466"""
"=""27""",MORRIS,"=""2870""",Madison Public School District,"=""060""",Central Avenue School,Mr.,Thomas,Liss,School Principal,LissT@MadisonNJPS.org,50 CENTRAL AVENUE," ",MADISON,NJ,"=""07940""",50 CENTRAL AVENUE," ",MADISON,NJ,"=""07940""",Ms.,Kelsey,Mirabella,Anti-Bullying Specialist,,,,,"=""973-593-3173""",1,1,1,1,1,1,1,,,,,,,,,,"=""04302"""
"=""27""",MORRIS,"=""2870""",Madison Public School District,"=""080""",Kings Road School,Ms.,Kathleen,Koop,School Principal,KoopK@MadisonNJPS.org,215 KINGS ROAD," ",MADISON,NJ,"=""07940""",215 KINGS ROAD," ",MADISON,NJ,"=""07940""",Mr.,Brett,Levine,Anti-Bullying Specialist,,,,,"=""973-593-3178""",,1,1,1,1,1,1,,,,,,,,,,"=""04304"""
"=""27""",MORRIS,"=""2870""",Madison Public School District,"=""050""",Madison High School,Mr.,David,Drechsel,School Principal,Drechseld@Madisonnjps.org,170 RIDGEDALE AVENUE," ",MADISON,NJ,"=""07940""",170 RIDGEDALE AVENUE," ",MADISON,NJ,"=""07940""",Ms.,Diana,Russo,Anti-Bullying Specialist,,,,,"=""973-593-3117""",,,,,,,,,,,1,1,1,1,1,,"=""04300"""
"=""27""",MORRIS,"=""2870""",Madison Public School District,"=""100""",Madison Junior School,Mr.,Frank,Perrone,School Principal,perronef@madisonnjps.org,160 MAIN STREET," ",MADISON,NJ,"=""07940""",160 MAIN STREET," ",MADISON,NJ,"=""07940""",Ms.,Kathy,Siso,Anti-Bullying Specialist,,,,,"=""973-593-3149""",,,,,,,,1,1,1,,,,,,,"=""04308"""
"=""27""",MORRIS,"=""2870""",Madison Public School District,"=""110""",Torey J. Sabatini School,Ms.,Ileana,Garcia,School Principal,garciai@MadisonNJPS.org,Glenwild Circle," ",MADISON,NJ,"=""07940-2422""",359 WOODLAND ROAD," ",MADISON,NJ,"=""07940-2422""",Ms.,Judy,Bletcher,Anti-Bullying Specialist,,,,,"=""973-593-3182""",,1,1,1,1,1,1,,,,,,,,,,"=""04310"""
"=""27""",MORRIS,"=""3090""",Mendham Borough School District,"=""050""",Hilltop School,Mr.,Christopher,Mucha,School Principal,mucha@mendhamboroschools.org,12 HILLTOP ROAD," ",MENDHAM,NJ,"=""07945-1215""",12 HILLTOP ROAD," ",MENDHAM,NJ,"=""07945-1215""",Mrs.,Nicole,Lanka,Anti-Bullying Specialist,,,,,"=""973-543-4251""",1,1,1,1,1,1,,,,,,,,,,,"=""04314"""
"=""27""",MORRIS,"=""3090""",Mendham Borough School District,"=""060""",Mountain View School,Mrs.,Aimee,Toth,School Principal,toth@mendhamboroschools.org,100 DEAN ROAD," ",MENDHAM,NJ,"=""07945-1626""",100 DEAN ROAD," ",MENDHAM,NJ,"=""07945-1626""",Ms.,Bridget,Walsh,Anti-Bullying Specialist,,,,,"=""973-543-7075""",,,,,,,1,1,1,1,,,,,,,"=""04316"""
"=""27""",MORRIS,"=""3100""",Mendham Township School District,"=""050""",Mendham Township Elementary School,Dr.,Julianne,Kotcho,School Principal,jkotcho@mendhamtwp.org,18 WEST MAIN STREET," ",BROOKSIDE,NJ,"=""07926""",18 WEST MAIN STREET,"PO BOX 510 ",BROOKSIDE,NJ,"=""07926-0510""",Mrs.,Hillary,Clark,Anti-Bullying Specialist,,,,,"=""973-543-7107""",1,1,1,1,1,1,,,,,,,,,,,"=""04320"""
"=""27""",MORRIS,"=""3100""",Mendham Township School District,"=""060""",Mendham Township Middle School,Dr.,Patrick,Ciccone,School Principal,pciccone@mendhamtwp.org,16 WASHINGTON VALLEY ROAD," ",BROOKSIDE,NJ,"=""07926""",16 WASHINGTON VALLEY ROAD,"PO BOX 510 ",BROOKSIDE,NJ,"=""07926-0510""",Ms.,Alexandria,Perrotta,Anti-Bullying Specialist,,,,,"=""973-543-7107""",,,,,,,1,1,1,1,,,,,,,"=""04322"""
"=""27""",MORRIS,"=""3240""",Mine Hill Township School District,"=""030""",Canfield Avenue School,Mr.,Adam,Zygmunt,School Principal,azygmunt@minehillcas.org,42 CANFIELD AVENUE," ",MINE HILL,NJ,"=""07803""",42 CANFIELD AVENUE," ",MINE HILL,NJ,"=""07803""",Mr.,Adam,Zygmunt,Anti-Bullying Specialist,Mr.,Adam,Zygmunt,School Homeless Liaison,"=""973-366-0590""",1,1,1,1,1,1,1,1,,,,,,,,,"=""04326"""
"=""27""",MORRIS,"=""3340""",Montville Township School District,"=""025""",Cedar Hill School,Dr.,Michael,Raj,School Principal,michael.raj@montville.net,46 PINE BROOK ROAD," ",TOWACO,NJ,"=""07082-1426""",46 PINE BROOK ROAD," ",TOWACO,NJ,"=""07082-1426""",Ms.,Heather,Praml,Anti-Bullying Specialist,,,,,"=""973-331-7100""",1,1,1,1,1,1,1,,,,,,,,,,"=""04334"""
"=""27""",MORRIS,"=""3340""",Montville Township School District,"=""050""",Hilldale School,Mrs.,Jill,Cisneros,School Principal,jill.cisneros@montville.net,123 KONNER AVENUE," ",PINE BROOK,NJ,"=""07058-9433""",123 KONNER AVENUE," ",PINE BROOK,NJ,"=""07058-9433""",Ms.,Brittany,Bucci,Anti-Bullying Specialist,,,,,"=""973-331-7100""",,1,1,1,1,1,1,,,,,,,,,,"=""04338"""
"=""27""",MORRIS,"=""3340""",Montville Township School District,"=""010""",Montville Township High School,Mr.,Douglas,Sanford,School Principal,douglas.sanford@montville.net,100 HORSENECK ROAD," ",MONTVILLE,NJ,"=""07045-9626""",100 HORSENECK ROAD," ",MONTVILLE,NJ,"=""07045-9626""",Ms.,Catherine,Lomauro,Anti-Bullying Specialist,,,,,"=""973-331-7100""",,,,,,,,,,,1,1,1,1,,,"=""04332"""
"=""27""",MORRIS,"=""3340""",Montville Township School District,"=""030""",Robert R Lazar Middle School,Mr.,Michael,Pasciuto,School Principal,michael.pasciuto@montville.net,123 CHANGEBRIDGE ROAD," ",MONTVILLE,NJ,"=""07045-9560""",123 CHANGEBRIDGE ROAD," ",MONTVILLE,NJ,"=""07045-9560""",Ms.,Kristine,Grawehr,Anti-Bullying Specialist,,,,,"=""973-331-7100""",,,,,,,,1,1,1,,,,,,,"=""04336"""
"=""27""",MORRIS,"=""3340""",Montville Township School District,"=""055""",Valley View School,Dr.,Patricia,Kennedy,School Principal,patricia.kennedy@montville.net,30 MONTGOMERY AVENUE," ",MONTVILLE TOWNSHIP,NJ,"=""07045""",30 MONTGOMERY AVENUE," ",MONTVILLE TOWNSHIP,NJ,"=""07045""",Mr.,Keith,Spector,Anti-Bullying Specialist,,,,,"=""973-331-7100""",1,1,1,1,1,1,1,,,,,,,,,,"=""04340"""
"=""27""",MORRIS,"=""3340""",Montville Township School District,"=""065""",William Mason School,Mr.,David,Melucci,School Principal,david.melucci@montville.net,5 SHAWNEE TRAIL," ",MONTVILLE,NJ,"=""07045-9739""",5 SHAWNEE TRAIL," ",MONTVILLE,NJ,"=""07045-9739""",Ms.,Lucia,Gorgia,Anti-Bullying Specialist,,,,,"=""973-331-7100""",,1,1,1,1,1,1,,,,,,,,,,"=""04342"""
"=""27""",MORRIS,"=""3340""",Montville Township School District,"=""070""",Woodmont School,Mr.,Dominic,Esposito,School Principal,Dominic.Esposito@montville.net,39 WOODMONT ROAD," ",PINE BROOK,NJ,"=""07058""",39 WOODMONT ROAD," ",PINE BROOK,NJ,"=""07058""",Mr.,Douglas,Stech,Anti-Bullying Specialist,,,,,"=""973-331-7100""",,1,1,1,1,1,1,,,,,,,,,,"=""04344"""
"=""27""",MORRIS,"=""3365""",Morris County Vocational School District,"=""020""","Academy for Mathematics, Science and Engineering",Mr.,Scott,Shaw,Director,shaws@mcvts.org,520 WEST MAIN STREET," ",ROCKAWAY,NJ,"=""07866-3799""",520 WEST MAIN STREET," ",ROCKAWAY,NJ,"=""07866-3799""",Ms.,Nicole,Gentile,Anti-Bullying Specialist,,,,,"=""973-664-2301""",,,,,,,,,,,1,1,1,1,,,"=""00522"""
